"Code département";"Libellé département";"Code canton";"Libellé canton";Inscrits;Votants;"% Votants";Abstentions;"% Abstentions";Exprimés;"% Exprimés/inscrits";"% Exprimés/votants";Blancs;"% Blancs/inscrits";"% Blancs/votants";Nuls;"% Nuls/inscrits";"% Nuls/votants";"Nuance candidat 1";"Voix 1";"% Voix/inscrits 1";"% Voix/exprimés 1";"Nuance candidat 2";"Voix 2";"% Voix/inscrits 2";"% Voix/exprimés 2";"Nuance candidat 3";"Voix 3";"% Voix/inscrits 3";"% Voix/exprimés 3";"Nuance candidat 4";"Voix 4";"% Voix/inscrits 4";"% Voix/exprimés 4";"Nuance candidat 5";"Voix 5";"% Voix/inscrits 5";"% Voix/exprimés 5";"Nuance candidat 6";"Voix 6";"% Voix/inscrits 6";"% Voix/exprimés 6"
"01";Ain;"0101";"Ambérieu-en-Bugey";20547;14325;"69,72%";6222;"30,28%";12927;"62,91%";"90,24%";1076;"5,24%";"7,51%";322;"1,57%";"2,25%";UG;5161;"25,12%";"39,92%";ENS;550;"2,68%";"4,25%";RN;501;"2,44%";"3,88%";UXD;6715;"32,68%";"51,95%";;;;;;;;
"01";Ain;"0102";Attignat;19160;14153;"73,87%";5007;"26,13%";13690;"71,45%";"96,73%";349;"1,82%";"2,47%";114;"0,59%";"0,81%";ENS;242;"1,26%";"1,77%";LR;6793;"35,45%";"49,62%";RN;6655;"34,73%";"48,61%";;;;;;;;;;;;
"01";Ain;"0103";Valserhône;13514;8418;"62,29%";5096;"37,71%";7977;"59,03%";"94,76%";341;"2,52%";"4,05%";100;"0,74%";"1,19%";ENS;4473;"33,10%";"56,07%";RN;3504;"25,93%";"43,93%";;;;;;;;;;;;;;;;
"01";Ain;"0104";Belley;19004;13217;"69,55%";5787;"30,45%";12254;"64,48%";"92,71%";773;"4,07%";"5,85%";190;"1,00%";"1,44%";UG;1168;"6,15%";"9,53%";ENS;4881;"25,68%";"39,83%";RN;4502;"23,69%";"36,74%";UXD;1703;"8,96%";"13,90%";;;;;;;;
"01";Ain;"0105";"Bourg-en-Bresse-1";20397;13593;"66,64%";6804;"33,36%";13103;"64,24%";"96,40%";394;"1,93%";"2,90%";96;"0,47%";"0,71%";ENS;45;"0,22%";"0,34%";LR;8675;"42,53%";"66,21%";RN;4383;"21,49%";"33,45%";;;;;;;;;;;;
"01";Ain;"0106";"Bourg-en-Bresse-2";17871;12124;"67,84%";5747;"32,16%";11547;"64,61%";"95,24%";437;"2,45%";"3,60%";140;"0,78%";"1,15%";ENS;5202;"29,11%";"45,05%";LR;2120;"11,86%";"18,36%";RN;4225;"23,64%";"36,59%";;;;;;;;;;;;
"01";Ain;"0107";Ceyzériat;20237;14989;"74,07%";5248;"25,93%";14316;"70,74%";"95,51%";531;"2,62%";"3,54%";142;"0,70%";"0,95%";ENS;3563;"17,61%";"24,89%";LR;3840;"18,98%";"26,82%";RN;6913;"34,16%";"48,29%";;;;;;;;;;;;
"01";Ain;"0108";"Châtillon-sur-Chalaronne";23163;16229;"70,06%";6934;"29,94%";15549;"67,13%";"95,81%";542;"2,34%";"3,34%";138;"0,60%";"0,85%";ENS;6919;"29,87%";"44,50%";RN;8630;"37,26%";"55,50%";;;;;;;;;;;;;;;;
"01";Ain;"0109";Gex;19237;12277;"63,82%";6960;"36,18%";11849;"61,59%";"96,51%";337;"1,75%";"2,74%";91;"0,47%";"0,74%";ENS;8180;"42,52%";"69,04%";RN;3669;"19,07%";"30,96%";;;;;;;;;;;;;;;;
"01";Ain;"0110";"Plateau d'Hauteville";15821;10859;"68,64%";4962;"31,36%";9672;"61,13%";"89,07%";926;"5,85%";"8,53%";261;"1,65%";"2,40%";UG;2923;"18,48%";"30,22%";ENS;1298;"8,20%";"13,42%";RN;1390;"8,79%";"14,37%";UXD;4061;"25,67%";"41,99%";;;;;;;;
"01";Ain;"0111";Lagnieu;26356;18663;"70,81%";7693;"29,19%";17669;"67,04%";"94,67%";824;"3,13%";"4,42%";170;"0,65%";"0,91%";UG;810;"3,07%";"4,58%";ENS;7255;"27,53%";"41,06%";RN;8144;"30,90%";"46,09%";UXD;1460;"5,54%";"8,26%";;;;;;;;
"01";Ain;"0112";Meximieux;23652;16657;"70,43%";6995;"29,57%";15964;"67,50%";"95,84%";557;"2,35%";"3,34%";136;"0,58%";"0,82%";ENS;8942;"37,81%";"56,01%";RN;7022;"29,69%";"43,99%";;;;;;;;;;;;;;;;
"01";Ain;"0113";Miribel;21614;15464;"71,55%";6150;"28,45%";14925;"69,05%";"96,51%";423;"1,96%";"2,74%";116;"0,54%";"0,75%";ENS;8978;"41,54%";"60,15%";RN;5947;"27,51%";"39,85%";;;;;;;;;;;;;;;;
"01";Ain;"0114";Nantua;13650;9440;"69,16%";4210;"30,84%";8300;"60,81%";"87,92%";927;"6,79%";"9,82%";213;"1,56%";"2,26%";UG;3419;"25,05%";"41,19%";UXD;4881;"35,76%";"58,81%";;;;;;;;;;;;;;;;
"01";Ain;"0115";Oyonnax;14068;8318;"59,13%";5750;"40,87%";7615;"54,13%";"91,55%";586;"4,17%";"7,04%";117;"0,83%";"1,41%";UG;3912;"27,81%";"51,37%";UXD;3703;"26,32%";"48,63%";;;;;;;;;;;;;;;;
"01";Ain;"0116";"Pont-d'Ain";16188;11487;"70,96%";4701;"29,04%";10448;"64,54%";"90,95%";791;"4,89%";"6,89%";248;"1,53%";"2,16%";UG;2571;"15,88%";"24,61%";LR;1641;"10,14%";"15,71%";RN;1719;"10,62%";"16,45%";UXD;4517;"27,90%";"43,23%";;;;;;;;
"01";Ain;"0117";Replonges;23538;16546;"70,29%";6992;"29,71%";15880;"67,47%";"95,97%";503;"2,14%";"3,04%";163;"0,69%";"0,99%";ENS;3865;"16,42%";"24,34%";LR;3926;"16,68%";"24,72%";RN;8089;"34,37%";"50,94%";;;;;;;;;;;;
"01";Ain;"0118";"Saint-Etienne-du-Bois";17482;13065;"74,73%";4417;"25,27%";12520;"71,62%";"95,83%";427;"2,44%";"3,27%";118;"0,67%";"0,90%";LR;6894;"39,43%";"55,06%";RN;5626;"32,18%";"44,94%";;;;;;;;;;;;;;;;
"01";Ain;"0119";"Saint-Genis-Pouilly";16122;10166;"63,06%";5956;"36,94%";9800;"60,79%";"96,40%";290;"1,80%";"2,85%";76;"0,47%";"0,75%";ENS;7346;"45,57%";"74,96%";RN;2454;"15,22%";"25,04%";;;;;;;;;;;;;;;;
"01";Ain;"0120";Thoiry;16663;11061;"66,38%";5602;"33,62%";10620;"63,73%";"96,01%";363;"2,18%";"3,28%";78;"0,47%";"0,71%";ENS;6780;"40,69%";"63,84%";RN;3840;"23,05%";"36,16%";;;;;;;;;;;;;;;;
"01";Ain;"0121";Trévoux;24327;18100;"74,40%";6227;"25,60%";17468;"71,80%";"96,51%";519;"2,13%";"2,87%";113;"0,46%";"0,62%";ENS;10211;"41,97%";"58,46%";RN;7257;"29,83%";"41,54%";;;;;;;;;;;;;;;;
"01";Ain;"0122";"Villars-les-Dombes";26230;19388;"73,92%";6842;"26,08%";18576;"70,82%";"95,81%";653;"2,49%";"3,37%";159;"0,61%";"0,82%";ENS;8867;"33,80%";"47,73%";RN;9709;"37,01%";"52,27%";;;;;;;;;;;;;;;;
"01";Ain;"0123";Vonnas;18138;12649;"69,74%";5489;"30,26%";12019;"66,26%";"95,02%";484;"2,67%";"3,83%";146;"0,80%";"1,15%";ENS;5771;"31,82%";"48,02%";RN;6248;"34,45%";"51,98%";;;;;;;;;;;;;;;;
"02";Aisne;"0201";"Bohain-en-Vermandois";6029;4151;"68,85%";1878;"31,15%";4037;"66,96%";"97,25%";74;"1,23%";"1,78%";40;"0,66%";"0,96%";LR;1578;"26,17%";"39,09%";RN;2459;"40,79%";"60,91%";;;;;;;;;;;;;;;;
"02";Aisne;"0212";Ribemont;13765;9601;"69,75%";4164;"30,25%";9360;"68,00%";"97,49%";167;"1,21%";"1,74%";74;"0,54%";"0,77%";LR;4347;"31,58%";"46,44%";RN;5013;"36,42%";"53,56%";;;;;;;;;;;;;;;;
"02";Aisne;"0213";"Saint-Quentin-1";19283;12272;"63,64%";7011;"36,36%";11934;"61,89%";"97,25%";242;"1,25%";"1,97%";96;"0,50%";"0,78%";LR;6665;"34,56%";"55,85%";RN;5269;"27,32%";"44,15%";;;;;;;;;;;;;;;;
"02";Aisne;"0214";"Saint-Quentin-2";15326;9513;"62,07%";5813;"37,93%";9251;"60,36%";"97,25%";187;"1,22%";"1,97%";75;"0,49%";"0,79%";LR;5144;"33,56%";"55,60%";RN;4107;"26,80%";"44,40%";;;;;;;;;;;;;;;;
"02";Aisne;"0215";"Saint-Quentin-3";18778;11083;"59,02%";7695;"40,98%";10760;"57,30%";"97,09%";218;"1,16%";"1,97%";105;"0,56%";"0,95%";LR;5199;"27,69%";"48,32%";RN;5561;"29,61%";"51,68%";;;;;;;;;;;;;;;;
"03";Allier;"0301";"Bellerive-sur-Allier";14748;10568;"71,66%";4180;"28,34%";10079;"68,34%";"95,37%";363;"2,46%";"3,43%";126;"0,85%";"1,19%";LR;6049;"41,02%";"60,02%";RN;4030;"27,33%";"39,98%";;;;;;;;;;;;;;;;
"03";Allier;"0302";"Bourbon-l'Archambault";12609;9038;"71,68%";3571;"28,32%";8505;"67,45%";"94,10%";363;"2,88%";"4,02%";170;"1,35%";"1,88%";UG;3524;"27,95%";"41,43%";LR;904;"7,17%";"10,63%";RN;4077;"32,33%";"47,94%";;;;;;;;;;;;
"03";Allier;"0303";Commentry;13436;9179;"68,32%";4257;"31,68%";8875;"66,05%";"96,69%";203;"1,51%";"2,21%";101;"0,75%";"1,10%";UG;2205;"16,41%";"24,85%";LR;2581;"19,21%";"29,08%";RN;4089;"30,43%";"46,07%";;;;;;;;;;;;
"03";Allier;"0304";Cusset;12451;8636;"69,36%";3815;"30,64%";8246;"66,23%";"95,48%";291;"2,34%";"3,37%";99;"0,80%";"1,15%";LR;5177;"41,58%";"62,78%";RN;3069;"24,65%";"37,22%";;;;;;;;;;;;;;;;
"03";Allier;"0305";"Dompierre-sur-Besbre";15467;10811;"69,90%";4656;"30,10%";9938;"64,25%";"91,92%";638;"4,12%";"5,90%";235;"1,52%";"2,17%";UG;3331;"21,54%";"33,52%";LR;1290;"8,34%";"12,98%";RN;5317;"34,38%";"53,50%";;;;;;;;;;;;
"03";Allier;"0306";Gannat;15206;10878;"71,54%";4328;"28,46%";10190;"67,01%";"93,68%";473;"3,11%";"4,35%";215;"1,41%";"1,98%";UG;2031;"13,36%";"19,93%";LR;3470;"22,82%";"34,05%";RN;4689;"30,84%";"46,02%";;;;;;;;;;;;
"03";Allier;"0307";Huriel;12579;8897;"70,73%";3682;"29,27%";8594;"68,32%";"96,59%";204;"1,62%";"2,29%";99;"0,79%";"1,11%";UG;2187;"17,39%";"25,45%";LR;2425;"19,28%";"28,22%";RN;3982;"31,66%";"46,33%";;;;;;;;;;;;
"03";Allier;"0308";Lapalisse;14254;10273;"72,07%";3981;"27,93%";9767;"68,52%";"95,07%";377;"2,64%";"3,67%";129;"0,91%";"1,26%";LR;5406;"37,93%";"55,35%";RN;4361;"30,59%";"44,65%";;;;;;;;;;;;;;;;
"03";Allier;"0309";"Montluçon-1";11695;7810;"66,78%";3885;"33,22%";7514;"64,25%";"96,21%";187;"1,60%";"2,39%";109;"0,93%";"1,40%";UG;2023;"17,30%";"26,92%";LR;2087;"17,85%";"27,77%";RN;3404;"29,11%";"45,30%";;;;;;;;;;;;
"03";Allier;"0310";"Montluçon-2";10175;6679;"65,64%";3496;"34,36%";6459;"63,48%";"96,71%";147;"1,44%";"2,20%";73;"0,72%";"1,09%";UG;2050;"20,15%";"31,74%";LR;1822;"17,91%";"28,21%";RN;2587;"25,43%";"40,05%";;;;;;;;;;;;
"03";Allier;"0311";"Montluçon-3";13820;9784;"70,80%";4036;"29,20%";9456;"68,42%";"96,65%";235;"1,70%";"2,40%";93;"0,67%";"0,95%";UG;2701;"19,54%";"28,56%";LR;3144;"22,75%";"33,25%";RN;3611;"26,13%";"38,19%";;;;;;;;;;;;
"03";Allier;"0312";"Montluçon-4";10027;6834;"68,16%";3193;"31,84%";6579;"65,61%";"96,27%";169;"1,69%";"2,47%";86;"0,86%";"1,26%";UG;1970;"19,65%";"29,94%";LR;1871;"18,66%";"28,44%";RN;2738;"27,31%";"41,62%";;;;;;;;;;;;
"03";Allier;"0313";"Moulins-1";12507;8402;"67,18%";4105;"32,82%";7658;"61,23%";"91,14%";534;"4,27%";"6,36%";210;"1,68%";"2,50%";UG;4240;"33,90%";"55,37%";RN;3418;"27,33%";"44,63%";;;;;;;;;;;;;;;;
"03";Allier;"0314";"Moulins-2";14065;9300;"66,12%";4765;"33,88%";8554;"60,82%";"91,98%";541;"3,85%";"5,82%";205;"1,46%";"2,20%";UG;3316;"23,58%";"38,77%";LR;1139;"8,10%";"13,32%";RN;4099;"29,14%";"47,92%";;;;;;;;;;;;
"03";Allier;"0315";"Saint-Pourçain-sur-Sioule";14294;9993;"69,91%";4301;"30,09%";8999;"62,96%";"90,05%";722;"5,05%";"7,23%";272;"1,90%";"2,72%";UG;3845;"26,90%";"42,73%";RN;5154;"36,06%";"57,27%";;;;;;;;;;;;;;;;
"03";Allier;"0316";Souvigny;11560;8549;"73,95%";3011;"26,05%";7858;"67,98%";"91,92%";497;"4,30%";"5,81%";194;"1,68%";"2,27%";UG;4176;"36,12%";"53,14%";RN;3682;"31,85%";"46,86%";;;;;;;;;;;;;;;;
"03";Allier;"0317";"Vichy-1";13809;9033;"65,41%";4776;"34,59%";8563;"62,01%";"94,80%";306;"2,22%";"3,39%";164;"1,19%";"1,82%";UG;686;"4,97%";"8,01%";LR;4424;"32,04%";"51,66%";RN;3453;"25,01%";"40,32%";;;;;;;;;;;;
"03";Allier;"0318";"Vichy-2";12897;8203;"63,60%";4694;"36,40%";7845;"60,83%";"95,64%";261;"2,02%";"3,18%";97;"0,75%";"1,18%";LR;4812;"37,31%";"61,34%";RN;3033;"23,52%";"38,66%";;;;;;;;;;;;;;;;
"03";Allier;"0319";Yzeure;12930;9041;"69,92%";3889;"30,08%";8308;"64,25%";"91,89%";513;"3,97%";"5,67%";220;"1,70%";"2,43%";UG;4744;"36,69%";"57,10%";RN;3564;"27,56%";"42,90%";;;;;;;;;;;;;;;;
"04";"Alpes-de-Haute-Provence";"0401";Barcelonnette;6653;4699;"70,63%";1954;"29,37%";4186;"62,92%";"89,08%";430;"6,46%";"9,15%";83;"1,25%";"1,77%";UG;1994;"29,97%";"47,63%";UXD;2192;"32,95%";"52,37%";;;;;;;;;;;;;;;;
"04";"Alpes-de-Haute-Provence";"0402";Castellane;8594;6313;"73,46%";2281;"26,54%";5678;"66,07%";"89,94%";509;"5,92%";"8,06%";126;"1,47%";"2,00%";UG;2390;"27,81%";"42,09%";RN;3288;"38,26%";"57,91%";;;;;;;;;;;;;;;;
"04";"Alpes-de-Haute-Provence";"0403";"Château-Arnoux-Saint-Auban";10175;6980;"68,60%";3195;"31,40%";6439;"63,28%";"92,25%";393;"3,86%";"5,63%";148;"1,45%";"2,12%";UG;2958;"29,07%";"45,94%";RN;3481;"34,21%";"54,06%";;;;;;;;;;;;;;;;
"04";"Alpes-de-Haute-Provence";"0404";"Digne-les-Bains-1";7721;5380;"69,68%";2341;"30,32%";4945;"64,05%";"91,91%";301;"3,90%";"5,59%";134;"1,74%";"2,49%";UG;2687;"34,80%";"54,34%";RN;2258;"29,24%";"45,66%";;;;;;;;;;;;;;;;
"04";"Alpes-de-Haute-Provence";"0405";"Digne-les-Bains-2";8243;5969;"72,41%";2274;"27,59%";5429;"65,86%";"90,95%";378;"4,59%";"6,33%";162;"1,97%";"2,71%";UG;2634;"31,95%";"48,52%";RN;2795;"33,91%";"51,48%";;;;;;;;;;;;;;;;
"04";"Alpes-de-Haute-Provence";"0406";Forcalquier;9275;6934;"74,76%";2341;"25,24%";6345;"68,41%";"91,51%";464;"5,00%";"6,69%";125;"1,35%";"1,80%";UG;3589;"38,70%";"56,56%";RN;380;"4,10%";"5,99%";UXD;2376;"25,62%";"37,45%";;;;;;;;;;;;
"04";"Alpes-de-Haute-Provence";"0407";"Manosque-1";9058;6043;"66,71%";3015;"33,29%";5444;"60,10%";"90,09%";494;"5,45%";"8,17%";105;"1,16%";"1,74%";UG;2643;"29,18%";"48,55%";UXD;2801;"30,92%";"51,45%";;;;;;;;;;;;;;;;
"04";"Alpes-de-Haute-Provence";"0408";"Manosque-2";7656;5205;"67,99%";2451;"32,01%";4741;"61,93%";"91,09%";361;"4,72%";"6,94%";103;"1,35%";"1,98%";UG;2389;"31,20%";"50,39%";UXD;2352;"30,72%";"49,61%";;;;;;;;;;;;;;;;
"04";"Alpes-de-Haute-Provence";"0409";"Manosque-3";8628;5595;"64,85%";3033;"35,15%";5111;"59,24%";"91,35%";374;"4,33%";"6,68%";110;"1,27%";"1,97%";UG;2449;"28,38%";"47,92%";UXD;2662;"30,85%";"52,08%";;;;;;;;;;;;;;;;
"04";"Alpes-de-Haute-Provence";"0410";Oraison;10693;7182;"67,17%";3511;"32,83%";6574;"61,48%";"91,53%";469;"4,39%";"6,53%";139;"1,30%";"1,94%";UG;2705;"25,30%";"41,15%";RN;2652;"24,80%";"40,34%";UXD;1217;"11,38%";"18,51%";;;;;;;;;;;;
"04";"Alpes-de-Haute-Provence";"0411";Reillanne;9048;6767;"74,79%";2281;"25,21%";6166;"68,15%";"91,12%";462;"5,11%";"6,83%";139;"1,54%";"2,05%";UG;3280;"36,25%";"53,19%";UXD;2886;"31,90%";"46,81%";;;;;;;;;;;;;;;;
"04";"Alpes-de-Haute-Provence";"0412";Riez;7662;5415;"70,67%";2247;"29,33%";4931;"64,36%";"91,06%";384;"5,01%";"7,09%";100;"1,31%";"1,85%";UG;2275;"29,69%";"46,14%";RN;2656;"34,66%";"53,86%";;;;;;;;;;;;;;;;
"04";"Alpes-de-Haute-Provence";"0413";Seyne;7538;5595;"74,22%";1943;"25,78%";5028;"66,70%";"89,87%";412;"5,47%";"7,36%";155;"2,06%";"2,77%";UG;2132;"28,28%";"42,40%";RN;554;"7,35%";"11,02%";UXD;2342;"31,07%";"46,58%";;;;;;;;;;;;
"04";"Alpes-de-Haute-Provence";"0414";Sisteron;9700;7060;"72,78%";2640;"27,22%";6408;"66,06%";"90,76%";486;"5,01%";"6,88%";166;"1,71%";"2,35%";UG;2941;"30,32%";"45,90%";RN;640;"6,60%";"9,99%";UXD;2827;"29,14%";"44,12%";;;;;;;;;;;;
"04";"Alpes-de-Haute-Provence";"0415";Valensole;7502;5270;"70,25%";2232;"29,75%";4806;"64,06%";"91,20%";351;"4,68%";"6,66%";113;"1,51%";"2,14%";UG;1974;"26,31%";"41,07%";RN;2832;"37,75%";"58,93%";;;;;;;;;;;;;;;;
"05";"Hautes-Alpes";"0501";"L'Argentière-la-Bessée";5607;4133;"73,71%";1474;"26,29%";3796;"67,70%";"91,85%";272;"4,85%";"6,58%";65;"1,16%";"1,57%";UG;2349;"41,89%";"61,88%";RN;1447;"25,81%";"38,12%";;;;;;;;;;;;;;;;
"05";"Hautes-Alpes";"0502";"Briançon-1";7617;5478;"71,92%";2139;"28,08%";4900;"64,33%";"89,45%";456;"5,99%";"8,32%";122;"1,60%";"2,23%";UG;2804;"36,81%";"57,22%";RN;2096;"27,52%";"42,78%";;;;;;;;;;;;;;;;
"05";"Hautes-Alpes";"0503";"Briançon-2";8407;5791;"68,88%";2616;"31,12%";5336;"63,47%";"92,14%";375;"4,46%";"6,48%";80;"0,95%";"1,38%";UG;3204;"38,11%";"60,04%";RN;2132;"25,36%";"39,96%";;;;;;;;;;;;;;;;
"05";"Hautes-Alpes";"0504";Chorges;9102;6682;"73,41%";2420;"26,59%";6149;"67,56%";"92,02%";396;"4,35%";"5,93%";137;"1,51%";"2,05%";UG;2991;"32,86%";"48,64%";RN;3158;"34,70%";"51,36%";;;;;;;;;;;;;;;;
"05";"Hautes-Alpes";"0505";Embrun;9574;6821;"71,25%";2753;"28,75%";6275;"65,54%";"92,00%";431;"4,50%";"6,32%";115;"1,20%";"1,69%";UG;3696;"38,60%";"58,90%";RN;2579;"26,94%";"41,10%";;;;;;;;;;;;;;;;
"05";"Hautes-Alpes";"0506";"Gap-1";7168;4459;"62,21%";2709;"37,79%";4073;"56,82%";"91,34%";291;"4,06%";"6,53%";95;"1,33%";"2,13%";UG;2345;"32,71%";"57,57%";RN;1728;"24,11%";"42,43%";;;;;;;;;;;;;;;;
"05";"Hautes-Alpes";"0507";"Gap-2";7750;5278;"68,10%";2472;"31,90%";4851;"62,59%";"91,91%";323;"4,17%";"6,12%";104;"1,34%";"1,97%";UG;2746;"35,43%";"56,61%";RN;2105;"27,16%";"43,39%";;;;;;;;;;;;;;;;
"05";"Hautes-Alpes";"0508";"Gap-3";7974;5488;"68,82%";2486;"31,18%";5011;"62,84%";"91,31%";345;"4,33%";"6,29%";132;"1,66%";"2,41%";UG;2536;"31,80%";"50,61%";RN;2475;"31,04%";"49,39%";;;;;;;;;;;;;;;;
"05";"Hautes-Alpes";"0509";"Gap-4";7176;5090;"70,93%";2086;"29,07%";4607;"64,20%";"90,51%";354;"4,93%";"6,95%";129;"1,80%";"2,53%";UG;2599;"36,22%";"56,41%";RN;2008;"27,98%";"43,59%";;;;;;;;;;;;;;;;
"05";"Hautes-Alpes";"0510";Guillestre;6937;5321;"76,70%";1616;"23,30%";4834;"69,68%";"90,85%";405;"5,84%";"7,61%";82;"1,18%";"1,54%";UG;2774;"39,99%";"57,39%";RN;2060;"29,70%";"42,61%";;;;;;;;;;;;;;;;
"05";"Hautes-Alpes";"0511";"Laragne-Montéglin";5907;4245;"71,86%";1662;"28,14%";3879;"65,67%";"91,38%";252;"4,27%";"5,94%";114;"1,93%";"2,69%";UG;1739;"29,44%";"44,83%";RN;2140;"36,23%";"55,17%";;;;;;;;;;;;;;;;
"05";"Hautes-Alpes";"0512";"Saint-Bonnet-en-Champsaur";10074;7825;"77,68%";2249;"22,32%";7031;"69,79%";"89,85%";580;"5,76%";"7,41%";214;"2,12%";"2,73%";UG;3553;"35,27%";"50,53%";RN;3478;"34,52%";"49,47%";;;;;;;;;;;;;;;;
"05";"Hautes-Alpes";"0513";Serres;6696;5165;"77,14%";1531;"22,86%";4733;"70,68%";"91,64%";331;"4,94%";"6,41%";101;"1,51%";"1,96%";UG;2443;"36,48%";"51,62%";RN;2290;"34,20%";"48,38%";;;;;;;;;;;;;;;;
"05";"Hautes-Alpes";"0514";Tallard;8815;6756;"76,64%";2059;"23,36%";6157;"69,85%";"91,13%";474;"5,38%";"7,02%";125;"1,42%";"1,85%";UG;2872;"32,58%";"46,65%";RN;3285;"37,27%";"53,35%";;;;;;;;;;;;;;;;
"05";"Hautes-Alpes";"0515";Veynes;5783;4350;"75,22%";1433;"24,78%";3968;"68,61%";"91,22%";286;"4,95%";"6,57%";96;"1,66%";"2,21%";UG;2092;"36,17%";"52,72%";RN;1876;"32,44%";"47,28%";;;;;;;;;;;;;;;;
"06";"Alpes-Maritimes";"0601";"Antibes-1";27056;17441;"64,46%";9615;"35,54%";16985;"62,78%";"97,39%";338;"1,25%";"1,94%";118;"0,44%";"0,68%";LR;8928;"33,00%";"52,56%";RN;8057;"29,78%";"47,44%";;;;;;;;;;;;;;;;
"06";"Alpes-Maritimes";"0602";"Antibes-2";21427;14461;"67,49%";6966;"32,51%";14089;"65,75%";"97,43%";309;"1,44%";"2,14%";63;"0,29%";"0,44%";LR;8332;"38,89%";"59,14%";RN;5757;"26,87%";"40,86%";;;;;;;;;;;;;;;;
"06";"Alpes-Maritimes";"0603";"Antibes-3";26491;18431;"69,57%";8060;"30,43%";17990;"67,91%";"97,61%";358;"1,35%";"1,94%";83;"0,31%";"0,45%";LR;10516;"39,70%";"58,45%";RN;7474;"28,21%";"41,55%";;;;;;;;;;;;;;;;
"06";"Alpes-Maritimes";"0606";"Cagnes-sur-Mer-2";5730;3973;"69,34%";1757;"30,66%";3484;"60,80%";"87,69%";401;"7,00%";"10,09%";88;"1,54%";"2,21%";UG;1084;"18,92%";"31,11%";RN;2400;"41,88%";"68,89%";;;;;;;;;;;;;;;;
"06";"Alpes-Maritimes";"0607";"Cannes-1";31709;19628;"61,90%";12081;"38,10%";19202;"60,56%";"97,83%";318;"1,00%";"1,62%";108;"0,34%";"0,55%";LR;10208;"32,19%";"53,16%";RN;8994;"28,36%";"46,84%";;;;;;;;;;;;;;;;
"06";"Alpes-Maritimes";"0608";"Cannes-2";30069;19031;"63,29%";11038;"36,71%";18716;"62,24%";"98,34%";229;"0,76%";"1,20%";86;"0,29%";"0,45%";LR;10633;"35,36%";"56,81%";RN;8083;"26,88%";"43,19%";;;;;;;;;;;;;;;;
"06";"Alpes-Maritimes";"0609";"Le Cannet";33376;22069;"66,12%";11307;"33,88%";21475;"64,34%";"97,31%";521;"1,56%";"2,36%";73;"0,22%";"0,33%";LR;11510;"34,49%";"53,60%";RN;9965;"29,86%";"46,40%";;;;;;;;;;;;;;;;
"06";"Alpes-Maritimes";"0611";"Grasse-1";34222;21778;"63,64%";12444;"36,36%";19272;"56,31%";"88,49%";1997;"5,84%";"9,17%";509;"1,49%";"2,34%";UG;6815;"19,91%";"35,36%";RN;12457;"36,40%";"64,64%";;;;;;;;;;;;;;;;
"06";"Alpes-Maritimes";"0612";"Grasse-2";30798;20286;"65,87%";10512;"34,13%";19465;"63,20%";"95,95%";616;"2,00%";"3,04%";205;"0,67%";"1,01%";UG;1109;"3,60%";"5,70%";LR;9516;"30,90%";"48,89%";RN;8840;"28,70%";"45,41%";;;;;;;;;;;;
"06";"Alpes-Maritimes";"0613";"Mandelieu-la-Napoule";32876;23514;"71,52%";9362;"28,48%";22887;"69,62%";"97,33%";544;"1,65%";"2,31%";83;"0,25%";"0,35%";LR;10419;"31,69%";"45,52%";RN;12468;"37,92%";"54,48%";;;;;;;;;;;;;;;;
"06";"Alpes-Maritimes";"0615";"Nice-1";19201;11977;"62,38%";7224;"37,62%";11744;"61,16%";"98,05%";163;"0,85%";"1,36%";70;"0,36%";"0,58%";UG;3282;"17,09%";"27,95%";ENS;3237;"16,86%";"27,56%";UXD;5225;"27,21%";"44,49%";;;;;;;;;;;;
"06";"Alpes-Maritimes";"0617";"Nice-3";13904;9157;"65,86%";4747;"34,14%";8306;"59,74%";"90,71%";651;"4,68%";"7,11%";200;"1,44%";"2,18%";UG;2913;"20,95%";"35,07%";RN;5393;"38,79%";"64,93%";;;;;;;;;;;;;;;;
"06";"Alpes-Maritimes";"0618";"Nice-4";23803;15038;"63,18%";8765;"36,82%";14156;"59,47%";"94,13%";658;"2,76%";"4,38%";224;"0,94%";"1,49%";UG;5807;"24,40%";"41,02%";ENS;479;"2,01%";"3,38%";UXD;7870;"33,06%";"55,59%";;;;;;;;;;;;
"06";"Alpes-Maritimes";"0619";"Nice-5";30093;18568;"61,70%";11525;"38,30%";17382;"57,76%";"93,61%";945;"3,14%";"5,09%";241;"0,80%";"1,30%";UG;8898;"29,57%";"51,19%";ENS;107;"0,36%";"0,62%";UXD;8377;"27,84%";"48,19%";;;;;;;;;;;;
"06";"Alpes-Maritimes";"0620";"Nice-6";29348;19428;"66,20%";9920;"33,80%";18317;"62,41%";"94,28%";894;"3,05%";"4,60%";217;"0,74%";"1,12%";UG;6822;"23,25%";"37,24%";ENS;2257;"7,69%";"12,32%";UXD;9238;"31,48%";"50,43%";;;;;;;;;;;;
"06";"Alpes-Maritimes";"0621";"Nice-7";23888;13954;"58,41%";9934;"41,59%";13265;"55,53%";"95,06%";525;"2,20%";"3,76%";164;"0,69%";"1,18%";UG;6508;"27,24%";"49,06%";ENS;66;"0,28%";"0,50%";UXD;6691;"28,01%";"50,44%";;;;;;;;;;;;
